Timestamp,File Path,Program Name,SHA-1 Hash,Timeline Entry Number,Entry Type,Timestamp Description,Raw Entry
,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,,,205,ShimcacheFileEntry,,"{""cache_entry_position"":204,""controlset"":1,""data_size"":24,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\mscorsvw.exe""}},""executed"":null,""last_modified_ts"":""2024-09-06T03:57:24.109Z"",""path_size"":120,""signature"":""10ts""}"
,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,,,206,ShimcacheFileEntry,,"{""cache_entry_position"":205,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,76,1,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\ngen.exe""}},""executed"":null,""last_modified_ts"":""2024-09-06T03:57:24.171Z"",""path_size"":108,""signature"":""10ts""}"
,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,,,207,ShimcacheFileEntry,,"{""cache_entry_position"":206,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\ngen.exe""}},""executed"":null,""last_modified_ts"":""2024-09-06T03:57:24.280Z"",""path_size"":112,""signature"":""10ts""}"
,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe,,,208,ShimcacheFileEntry,,"{""cache_entry_position"":207,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\NGenTask.exe""}},""executed"":null,""last_modified_ts"":""2024-04-01T07:22:28.637Z"",""path_size"":120,""signature"":""10ts""}"
,C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe,,,209,ShimcacheFileEntry,,"{""cache_entry_position"":208,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,76,1,0,0,0,8,0,0,2,0,0,0,76,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,76,1,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Windows\\Microsoft.NET\\Framework\\v4.0.30319\\NGenTask.exe""}},""executed"":null,""last_modified_ts"":""2024-04-01T07:22:31.356Z"",""path_size"":116,""signature"":""10ts""}"
,C:\WINDOWS\system32\defrag.exe,,,210,ShimcacheFileEntry,,"{""cache_entry_position"":209,""controlset"":1,""data_size"":148,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\defrag.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:44:42.117Z"",""path_size"":60,""signature"":""10ts""}"
,C:\WINDOWS\system32\UCPDMgr.exe,,,211,ShimcacheFileEntry,,"{""cache_entry_position"":210,""controlset"":1,""data_size"":136,""data"":[0,2,0,0,4,0,0,0,1,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\WINDOWS\\system32\\UCPDMgr.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:45:58.155Z"",""path_size"":62,""signature"":""10ts""}"
,,Microsoft.WidgetsPlatformRuntime,,212,ShimcacheProgramEntry,,"{""cache_entry_position"":211,""controlset"":1,""data_size"":124,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t00010006000e0000\t000a0000585d0000\t8664\tMicrosoft.WidgetsPlatformRuntime\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WidgetsPlatformRuntime"",""program_version"":""1.6.14.0"",""sdk_version"":""10.0.22621.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":190,""signature"":""10ts""}"
,,MicrosoftWindows.Client.WebExperience,,213,ShimcacheProgramEntry,,"{""cache_entry_position"":212,""controlset"":1,""data_size"":100,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t020e04b200280000\t0000000000000000\t8664\tMicrosoftWindows.Client.WebExperience\tcw5n1h2txyewy\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""MicrosoftWindows.Client.WebExperience"",""program_version"":""526.1202.40.0"",""sdk_version"":""0.0.0.0"",""publisher_id"":""cw5n1h2txyewy"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":200,""signature"":""10ts""}"
,C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe,,,214,ShimcacheFileEntry,,"{""cache_entry_position"":213,""controlset"":1,""data_size"":24,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\WindowsApps\\MicrosoftWindows.Client.WebExperience_526.1202.40.0_x64__cw5n1h2txyewy\\Dashboard\\Widgets.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:57:36.604Z"",""path_size"":242,""signature"":""10ts""}"
,,MicrosoftCorporationII.WinAppRuntime.Main.1.8,,215,ShimcacheProgramEntry,,"{""cache_entry_position"":214,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t1f40032608cc0000\t000a000065f40000\t8664\tMicrosoftCorporationII.WinAppRuntime.Main.1.8\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""MicrosoftCorporationII.WinAppRuntime.Main.1.8"",""program_version"":""8000.806.2252.0"",""sdk_version"":""10.0.26100.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":216,""signature"":""10ts""}"
,,Microsoft.WindowsNotepad,,216,ShimcacheProgramEntry,,"{""cache_entry_position"":215,""controlset"":1,""data_size"":124,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000b09d0001a0000\t000a000066720000\t8664\tMicrosoft.WindowsNotepad\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsNotepad"",""program_version"":""11.2512.26.0"",""sdk_version"":""10.0.26226.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":174,""signature"":""10ts""}"
,,Microsoft.WindowsAppRuntime.1.7,,217,ShimcacheProgramEntry,,"{""cache_entry_position"":216,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000000\t1b58031109150000\t000c000000000000\t8664\tMicrosoft.WindowsAppRuntime.1.7\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000000"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsAppRuntime.1.7"",""program_version"":""7000.785.2325.0"",""sdk_version"":""12.0.0.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":188,""signature"":""10ts""}"
,,Microsoft.WindowsAppRuntime.1.7,,218,ShimcacheProgramEntry,,"{""cache_entry_position"":217,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t1b58031109150000\t000c000000000000\t8664\tMicrosoft.WindowsAppRuntime.1.7\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsAppRuntime.1.7"",""program_version"":""7000.785.2325.0"",""sdk_version"":""12.0.0.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":188,""signature"":""10ts""}"
,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22602.1401.4.0_x64__8wekyb3d8bbwe\StoreDesktopExtension.exe,,,219,ShimcacheFileEntry,,"{""cache_entry_position"":218,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0,128,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\WindowsApps\\Microsoft.WindowsStore_22602.1401.4.0_x64__8wekyb3d8bbwe\\StoreDesktopExtension.exe""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:57:31.282Z"",""path_size"":222,""signature"":""10ts""}"
,,MicrosoftWindows.Client.WebExperience,,220,ShimcacheProgramEntry,,"{""cache_entry_position"":219,""controlset"":1,""data_size"":124,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t020e04b200280000\t000c000000000000\t8664\tMicrosoftWindows.Client.WebExperience\tcw5n1h2txyewy\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""MicrosoftWindows.Client.WebExperience"",""program_version"":""526.1202.40.0"",""sdk_version"":""12.0.0.0"",""publisher_id"":""cw5n1h2txyewy"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":200,""signature"":""10ts""}"
,C:\Program Files\WindowsApps\Microsoft.WindowsStore_22602.1401.4.0_x64__8wekyb3d8bbwe\Application,,,221,ShimcacheFileEntry,,"{""cache_entry_position"":220,""controlset"":1,""data_size"":24,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0,0,0,0,0],""entry_type"":{""File"":{""path"":""C:\\Program Files\\WindowsApps\\Microsoft.WindowsStore_22602.1401.4.0_x64__8wekyb3d8bbwe\\Application""}},""executed"":null,""last_modified_ts"":""2026-04-03T23:57:34.194Z"",""path_size"":194,""signature"":""10ts""}"
,,Microsoft.WindowsStore,,222,ShimcacheProgramEntry,,"{""cache_entry_position"":221,""controlset"":1,""data_size"":556,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,1,0,100,134,200,1,0,0,158,19,36,0,62,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t584a057900040000\t0000000000000000\t8664\tMicrosoft.WindowsStore\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsStore"",""program_version"":""22602.1401.4.0"",""sdk_version"":""0.0.0.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":170,""signature"":""10ts""}"
,,Microsoft.WindowsStore,,223,ShimcacheProgramEntry,,"{""cache_entry_position"":222,""controlset"":1,""data_size"":592,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0,0,4,0,0,4,0,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,1,0,100,134,200,1,0,0,62,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t584a057900040000\t000a000065f40000\t8664\tMicrosoft.WindowsStore\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsStore"",""program_version"":""22602.1401.4.0"",""sdk_version"":""10.0.26100.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":170,""signature"":""10ts""}"
,,Microsoft.WindowsAppRuntime.1.6,,224,ShimcacheProgramEntry,,"{""cache_entry_position"":223,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000000\t1770020701490000\t000c000000000000\t8664\tMicrosoft.WindowsAppRuntime.1.6\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000000"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsAppRuntime.1.6"",""program_version"":""6000.519.329.0"",""sdk_version"":""12.0.0.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":188,""signature"":""10ts""}"
,,Microsoft.WindowsAppRuntime.1.6,,225,ShimcacheProgramEntry,,"{""cache_entry_position"":224,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t1770020701490000\t000c000000000000\t8664\tMicrosoft.WindowsAppRuntime.1.6\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.WindowsAppRuntime.1.6"",""program_version"":""6000.519.329.0"",""sdk_version"":""12.0.0.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":188,""signature"":""10ts""}"
,,Microsoft.Paint,,226,ShimcacheProgramEntry,,"{""cache_entry_position"":225,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000b0a2901910000\t000a000066720000\t8664\tMicrosoft.Paint\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.Paint"",""program_version"":""11.2601.401.0"",""sdk_version"":""10.0.26226.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":156,""signature"":""10ts""}"
,,Microsoft.ScreenSketch,,227,ShimcacheProgramEntry,,"{""cache_entry_position"":226,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000b0a2900020000\t000a000066720000\t8664\tMicrosoft.ScreenSketch\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.ScreenSketch"",""program_version"":""11.2601.2.0"",""sdk_version"":""10.0.26226.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":170,""signature"":""10ts""}"
,,Microsoft.UI.Xaml.2.8,,228,ShimcacheProgramEntry,,"{""cache_entry_position"":227,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000000\t000809c579190000\t000a000047ba0000\t8664\tMicrosoft.UI.Xaml.2.8\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000000"",""architecture"":""Amd64"",""program_name"":""Microsoft.UI.Xaml.2.8"",""program_version"":""8.2501.31001.0"",""sdk_version"":""10.0.18362.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":168,""signature"":""10ts""}"
,,Microsoft.UI.Xaml.2.8,,229,ShimcacheProgramEntry,,"{""cache_entry_position"":228,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000809c579190000\t000a000047ba0000\t8664\tMicrosoft.UI.Xaml.2.8\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.UI.Xaml.2.8"",""program_version"":""8.2501.31001.0"",""sdk_version"":""10.0.18362.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":168,""signature"":""10ts""}"
,,Microsoft.VCLibs.140.00.UWPDesktop,,230,ShimcacheProgramEntry,,"{""cache_entry_position"":229,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000009\t000e000083c00000\t000a0000273a0000\t8664\tMicrosoft.VCLibs.140.00.UWPDesktop\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000009"",""architecture"":""Amd64"",""program_name"":""Microsoft.VCLibs.140.00.UWPDesktop"",""program_version"":""14.0.33728.0"",""sdk_version"":""10.0.10042.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":194,""signature"":""10ts""}"
,,Microsoft.VCLibs.140.00.UWPDesktop,,231,ShimcacheProgramEntry,,"{""cache_entry_position"":230,""controlset"":1,""data_size"":36,""data"":[0,2,0,0,4,0,0,0,0,0,0,0,0,32,0,0,2,0,0,0,100,134,0,0,0,8,0,0,2,0,0,0,100,134,0,0],""entry_type"":{""Program"":{""raw_entry"":""00000000\t000e000083c00000\t000a0000273a0000\t8664\tMicrosoft.VCLibs.140.00.UWPDesktop\t8wekyb3d8bbwe\t"",""unknown_u32"":""00000000"",""architecture"":""Amd64"",""program_name"":""Microsoft.VCLibs.140.00.UWPDesktop"",""program_version"":""14.0.33728.0"",""sdk_version"":""10.0.10042.0"",""publisher_id"":""8wekyb3d8bbwe"",""neutral"":false}},""executed"":null,""last_modified_ts"":null,""path_size"":194,""signature"":""10ts""}"
